Taluka,City_Village,Area_Type,Land_Type,Buyer_Gender,Area_sqft,Rate_per_sqft,Land_Cost,Stamp_Duty_Percent,Stamp_Duty_Amount,Registration_Percent,Registration_Amount,Total_Price,Flood_Risk,Crime_Level,Market_Access,School_Access,Hospital_Access,Growth_Rate,Distance_to_City_Center,Distance_to_Highway
Radhanagari,Dhamod,Rural,Commercial,Male,3500,1040,3640000,3,109200,1,30000,3779200,Medium,Low,4,4,4,0.04,36.0,11.0
Gaganbawada,Gaganbawada,Rural,Residential,Male,2900,870,2523000,3,75690,1,25230,2623920,High,Low,5,5,4,0.04,36.0,10.0
Hatkanangale,Alas,Rural,Residential,Male,10000,910,9100000,3,273000,1,30000,9403000,High,Low,4,4,4,0.03,25.0,22.0
Ajra,Zulapewadi,Rural,Residential,Female,5000,380,1900000,2,38000,1,19000,1957000,High,Low,4,4,3,0.03,37.0,11.0
Shahuwadi,Malkapur,Semi-Urban,Residential,Female,1000,2310,2310000,3,69300,1,23100,2402400,Low,Medium,7,6,6,0.05,20.0,5.0
Shirol,Nrusinhawadi,Rural,Residential,Male,5000,1800,9000000,3,270000,1,30000,9300000,High,Low,5,5,4,0.04,40.0,17.0
Gadhinglaj,Basarge,Rural,Agricultural,Female,3500,390,1365000,2,27300,1,13650,1405950,Medium,Low,5,5,5,0.04,30.0,7.0
Chandgad,Kudnur,Rural,Agricultural,Female,5000,370,1850000,2,37000,1,18500,1905500,Medium,Low,5,5,4,0.04,34.0,9.0
Shirol,Lat,Rural,Residential,Male,10000,970,9700000,3,291000,1,30000,10021000,High,Low,4,4,4,0.03,38.0,15.0
Hatkanangale,Hupari,Semi-Urban,Residential,Female,1900,2310,4389000,3,131670,1,30000,4550670,Medium,Low,6,6,6,0.08,20.0,25.0
Shahuwadi,Charan,Rural,Residential,Female,2100,780,1638000,2,32760,1,16380,1687140,Medium,Low,5,5,5,0.04,30.0,8.0
Radhanagari,Dhamod,Rural,Industrial,Female,7000,620,4340000,2,86800,1,30000,4456800,Medium,Low,4,4,4,0.04,36.0,11.0
Gaganbawada,Vesarde,Rural,Residential,Male,1900,360,684000,3,20520,1,6840,711360,High,Low,4,4,3,0.03,44.0,13.0
Ajra,Uttur,Rural,Agricultural,Male,7000,360,2520000,3,75600,1,25200,2620800,Medium,Low,5,5,5,0.04,32.0,9.0
Karveer,Gandhinagar,Urban,Residential,Male,2500,2340,5850000,6,351000,1,30000,6231000,Low,Low,8,8,8,0.08,3.0,6.0
Shirol,Jaysingpur,Semi-Urban,Agricultural,Female,2000,1060,2120000,3,63600,1,21200,2204800,Medium,Low,7,7,7,0.06,35.0,25.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Female,10000,200,2000000,2,40000,1,20000,2060000,Medium,Low,4,4,4,0.03,30.0,8.0
Gadhinglaj,Nesari,Rural,Residential,Female,3500,920,3220000,2,64400,1,30000,3314400,Low,Low,6,6,6,0.04,50.0,20.0
Radhanagari,Tarale,Rural,Residential,Female,4500,770,3465000,2,69300,1,30000,3564300,Medium,Low,5,5,4,0.04,33.0,10.0
Karveer,Rajarampuri,Urban,Commercial,Female,1100,7820,8602000,5,430100,1,30000,9062100,Medium,Low,9,9,9,0.12,2.0,10.0
Bhudargad,Gargoti,Semi-Urban,Industrial,Male,1000,1600,1600000,4,64000,1,16000,1680000,Low,Medium,6,6,6,0.05,22.0,6.0
Chandgad,Shinoli,Rural,Residential,Female,10000,760,7600000,2,152000,1,30000,7782000,Medium,Low,5,5,4,0.04,33.0,9.0
Chandgad,Tilari,Rural,Agricultural,Female,6000,200,1200000,2,24000,1,12000,1236000,High,Low,4,4,3,0.03,40.0,10.0
Hatkanangale,Vathar,Semi-Urban,Residential,Male,1300,1760,2288000,4,91520,1,22880,2402400,Low,Low,5,5,5,0.06,19.0,17.0
Gadhinglaj,Basarge,Rural,Residential,Male,4500,790,3555000,3,106650,1,30000,3691650,Medium,Low,5,5,5,0.04,30.0,7.0
Shirol,Herwad,Rural,Agricultural,Male,6000,580,3480000,3,104400,1,30000,3614400,Medium,Low,5,5,5,0.04,22.0,6.0
Kagal,Bidri,Rural,Residential,Female,7000,1270,8890000,2,177800,1,30000,9097800,Medium,Low,5,5,5,0.03,30.0,18.0
Chandgad,Kudnur,Rural,Residential,Female,8000,930,7440000,2,148800,1,30000,7618800,Medium,Low,5,5,4,0.04,34.0,9.0
Kagal,Murgud,Semi-Urban,Residential,Female,5000,1710,8550000,3,256500,1,30000,8836500,Low,Low,6,6,5,0.05,39.0,20.0
Karveer,Rajarampuri,Urban,Commercial,Male,2700,9070,24489000,6,1469340,1,30000,25988340,Medium,Low,9,9,9,0.12,2.0,10.0
Panhala,Warnanagar,Semi-Urban,Industrial,Male,4000,2610,10440000,4,417600,1,30000,10887600,Low,Medium,8,7,7,0.06,15.0,2.0
Panhala,Kale,Semi-Urban,Commercial,Male,2400,2830,6792000,4,271680,1,30000,7093680,Low,Low,6,6,6,0.05,20.0,5.0
Gadhinglaj,Kadgaon,Rural,Agricultural,Male,2700,390,1053000,3,31590,1,10530,1095120,Medium,Low,5,5,5,0.04,30.0,7.0
Karveer,Tarabai Park,Urban,Commercial,Male,1800,8950,16110000,6,966600,1,30000,17106600,Medium,Low,10,9,10,0.13,1.5,10.0
Ajra,Madilage,Rural,Agricultural,Female,2700,330,891000,2,17820,1,8910,917730,Medium,Low,5,5,5,0.04,34.0,9.0
Bhudargad,Waghapur,Rural,Industrial,Male,7000,610,4270000,3,128100,1,30000,4428100,Medium,Low,4,4,4,0.04,29.0,7.0
Gaganbawada,Sakhari,Rural,Agricultural,Female,4500,290,1305000,2,26100,1,13050,1344150,High,Low,4,4,4,0.04,40.0,12.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Male,2900,200,580000,3,17400,1,5800,603200,Medium,Low,4,4,4,0.03,30.0,8.0
Ajra,Madilage,Rural,Agricultural,Female,1900,330,627000,2,12540,1,6270,645810,Medium,Low,5,5,5,0.04,34.0,9.0
Shahuwadi,Charan,Rural,Agricultural,Male,6000,350,2100000,3,63000,1,21000,2184000,Medium,Low,5,5,5,0.04,30.0,8.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Commercial,Male,2000,2790,5580000,4,223200,1,30000,5833200,Medium,Low,6,6,6,0.07,16.0,14.0
Kagal,Sangaon,Rural,Residential,Female,6000,1100,6600000,2,132000,1,30000,6762000,Medium,Low,5,5,5,0.04,25.0,14.0
Karveer,Rajarampuri,Urban,Residential,Female,1300,6620,8606000,5,430300,1,30000,9066300,Medium,Low,9,9,9,0.12,2.0,10.0
Hatkanangale,Hupari,Semi-Urban,Residential,Male,5500,2740,15070000,4,602800,1,30000,15702800,Medium,Low,6,6,6,0.08,20.0,25.0
Hatkanangale,Rukadi,Rural,Agricultural,Male,4500,660,2970000,3,89100,1,29700,3088800,Low,Low,5,5,5,0.04,15.0,13.0
Radhanagari,Ghotawade,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,38.0,12.0
Hatkanangale,Kabnur,Semi-Urban,Industrial,Male,4000,1590,6360000,4,254400,1,30000,6644400,Low,Medium,6,6,6,0.05,17.0,15.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Industrial,Female,1000,2020,2020000,3,60600,1,20200,2100800,Low,Medium,8,8,8,0.09,40.0,14.0
Gadhinglaj,Nesari,Rural,Commercial,Male,2100,1390,2919000,3,87570,1,29190,3035760,Low,Low,6,6,6,0.04,50.0,20.0
Gaganbawada,Bhuibawada,Rural,Residential,Male,2300,730,1679000,3,50370,1,16790,1746160,Medium,Low,5,5,4,0.04,38.0,11.0
Radhanagari,Dhamod,Rural,Agricultural,Male,2300,340,782000,3,23460,1,7820,813280,Medium,Low,4,4,4,0.04,36.0,11.0
Gadhinglaj,Kadgaon,Rural,Residential,Female,2300,980,2254000,2,45080,1,22540,2321620,Medium,Low,5,5,5,0.04,30.0,7.0
Gadhinglaj,Nesari,Rural,Residential,Female,6000,1040,6240000,2,124800,1,30000,6394800,Low,Low,6,6,6,0.04,50.0,20.0
Karveer,Uchgaon,Semi-Urban,Residential,Female,5000,2870,14350000,3,430500,1,30000,14810500,Low,Low,8,8,7,0.15,4.0,2.0
Hatkanangale,Talsande,Semi-Urban,Agricultural,Male,1600,990,1584000,4,63360,1,15840,1663200,Low,Low,6,6,6,0.07,18.0,16.0
Hatkanangale,Talsande,Semi-Urban,Commercial,Female,1500,2870,4305000,3,129150,1,30000,4464150,Low,Low,6,6,6,0.07,18.0,16.0
Panhala,Kodoli,Semi-Urban,Residential,Male,2000,2280,4560000,4,182400,1,30000,4772400,Low,Medium,7,7,6,0.06,16.0,3.0
Kagal,Siddhanerli,Rural,Residential,Female,4000,1040,4160000,2,83200,1,30000,4273200,Low,Low,5,5,5,0.06,26.0,13.0
Kagal,Sangaon,Rural,Agricultural,Female,3000,500,1500000,2,30000,1,15000,1545000,Medium,Low,5,5,5,0.04,25.0,14.0
Shirol,Jaysingpur,Semi-Urban,Residential,Female,6000,2940,17640000,3,529200,1,30000,18199200,Medium,Low,7,7,7,0.06,35.0,25.0
Shirol,Jaysingpur,Semi-Urban,Commercial,Male,3400,3720,12648000,4,505920,1,30000,13183920,Medium,Low,7,7,7,0.06,35.0,25.0
Panhala,Panhala,Semi-Urban,Commercial,Female,4000,2920,11680000,3,350400,1,30000,12060400,Low,Medium,7,7,6,0.06,18.0,4.0
Chandgad,Here,Rural,Residential,Female,3000,790,2370000,2,47400,1,23700,2441100,Medium,Low,4,4,4,0.04,36.0,10.0
Karveer,Tarabai Park,Urban,Residential,Female,4600,6360,29256000,5,1462800,1,30000,30748800,Medium,Low,10,9,10,0.13,1.5,10.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Male,5000,2270,11350000,4,454000,1,30000,11834000,Medium,Low,6,6,6,0.07,16.0,14.0
Kagal,Bidri,Rural,Residential,Male,1900,1160,2204000,3,66120,1,22040,2292160,Medium,Low,5,5,5,0.03,30.0,18.0
Bhudargad,Waghapur,Rural,Commercial,Male,1900,990,1881000,3,56430,1,18810,1956240,Medium,Low,4,4,4,0.04,29.0,7.0
Hatkanangale,Vathar,Semi-Urban,Residential,Female,1500,1780,2670000,3,80100,1,26700,2776800,Low,Low,5,5,5,0.06,19.0,17.0
Gadhinglaj,Nesari,Rural,Residential,Male,5000,1010,5050000,3,151500,1,30000,5231500,Low,Low,6,6,6,0.04,50.0,20.0
Gadhinglaj,Kadgaon,Rural,Residential,Male,1700,830,1411000,3,42330,1,14110,1467440,Medium,Low,5,5,5,0.04,30.0,7.0
Gaganbawada,Vesarde,Rural,Industrial,Female,9000,290,2610000,2,52200,1,26100,2688300,High,Low,4,4,3,0.03,44.0,13.0
Gaganbawada,Vesarde,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,44.0,13.0
Ajra,Ningudage,Rural,Commercial,Female,5500,560,3080000,2,61600,1,30000,3171600,High,Low,4,4,4,0.03,36.0,10.0
Radhanagari,Radhanagari,Rural,Agricultural,Male,9000,390,3510000,3,105300,1,30000,3645300,High,Low,5,5,5,0.04,35.0,9.0
Shirol,Nrusinhawadi,Rural,Agricultural,Male,5500,770,4235000,3,127050,1,30000,4392050,High,Low,5,5,4,0.04,40.0,17.0
Panhala,Kale,Semi-Urban,Commercial,Female,2800,2650,7420000,3,222600,1,30000,7672600,Low,Low,6,6,6,0.05,20.0,5.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Male,4500,2660,11970000,4,478800,1,30000,12478800,Low,Medium,8,8,8,0.09,40.0,14.0
Shirol,Lat,Rural,Residential,Female,2700,890,2403000,2,48060,1,24030,2475090,High,Low,4,4,4,0.03,38.0,15.0
Gaganbawada,Bhuibawada,Rural,Residential,Female,6000,770,4620000,2,92400,1,30000,4742400,Medium,Low,5,5,4,0.04,38.0,11.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Male,4000,2600,10400000,4,416000,1,30000,10846000,Low,Medium,8,8,8,0.09,40.0,14.0
Radhanagari,Ghotawade,Rural,Agricultural,Female,3500,200,700000,2,14000,1,7000,721000,High,Low,4,4,3,0.03,38.0,12.0
Shahuwadi,Bambavade,Rural,Residential,Male,6000,940,5640000,3,169200,1,30000,5839200,Medium,Low,5,5,5,0.04,28.0,7.0
Bhudargad,Admapur,Rural,Agricultural,Male,6000,370,2220000,3,66600,1,22200,2308800,Low,Low,5,5,5,0.04,26.0,6.0
Radhanagari,Ghotawade,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,38.0,12.0
Gaganbawada,Gaganbawada,Rural,Agricultural,Male,1900,400,760000,3,22800,1,7600,790400,High,Low,5,5,4,0.04,36.0,10.0
Kagal,Sangaon,Rural,Agricultural,Female,10000,520,5200000,2,104000,1,30000,5334000,Medium,Low,5,5,5,0.04,25.0,14.0
Panhala,Panhala,Semi-Urban,Industrial,Male,3800,2240,8512000,4,340480,1,30000,8882480,Low,Medium,7,7,6,0.06,18.0,4.0
Hatkanangale,Alas,Rural,Residential,Female,5500,960,5280000,2,105600,1,30000,5415600,High,Low,4,4,4,0.03,25.0,22.0
Gaganbawada,Vesarde,Rural,Residential,Female,3500,310,1085000,2,21700,1,10850,1117550,High,Low,4,4,3,0.03,44.0,13.0
Kagal,Kagal,Semi-Urban,Commercial,Female,3000,3750,11250000,3,337500,1,30000,11617500,Low,Low,8,8,7,0.01,22.0,5.0
Shirol,Jaysingpur,Semi-Urban,Residential,Male,6000,2920,17520000,4,700800,1,30000,18250800,Medium,Low,7,7,7,0.06,35.0,25.0
Gadhinglaj,Mungurwadi,Rural,Residential,Female,8000,870,6960000,2,139200,1,30000,7129200,Low,Low,5,5,5,0.04,32.0,8.0
Radhanagari,Dhamod,Rural,Residential,Male,4500,680,3060000,3,91800,1,30000,3181800,Medium,Low,4,4,4,0.04,36.0,11.0
Bhudargad,Kadgaon,Rural,Agricultural,Female,4500,350,1575000,2,31500,1,15750,1622250,Medium,Low,5,5,5,0.04,28.0,7.0
Ajra,Dewarde,Rural,Commercial,Female,5000,1050,5250000,2,105000,1,30000,5385000,Medium,Low,4,4,4,0.04,35.0,10.0
Hatkanangale,Kabnur,Semi-Urban,Residential,Male,3200,2150,6880000,4,275200,1,30000,7185200,Low,Medium,6,6,6,0.05,17.0,15.0
Karveer,Shivaji Peth,Urban,Residential,Male,4600,6150,28290000,6,1697400,1,30000,30017400,High,Low,9,8,9,0.07,1.0,7.0
Shahuwadi,Sarud,Rural,Residential,Female,7000,350,2450000,2,49000,1,24500,2523500,High,Low,4,4,3,0.03,33.0,9.0
Gadhinglaj,Nesari,Rural,Industrial,Female,8000,820,6560000,2,131200,1,30000,6721200,Low,Low,6,6,6,0.04,50.0,20.0
Gaganbawada,Salwan,Rural,Agricultural,Male,2100,200,420000,3,12600,1,4200,436800,High,Low,4,4,3,0.03,42.0,12.0
Shirol,Lat,Rural,Residential,Female,2500,910,2275000,2,45500,1,22750,2343250,High,Low,4,4,4,0.03,38.0,15.0
Gadhinglaj,Basarge,Rural,Commercial,Female,1700,1120,1904000,2,38080,1,19040,1961120,Medium,Low,5,5,5,0.04,30.0,7.0
Chandgad,Shinoli,Rural,Agricultural,Male,9000,360,3240000,3,97200,1,30000,3367200,Medium,Low,5,5,4,0.04,33.0,9.0
Panhala,Warnanagar,Semi-Urban,Commercial,Female,4000,3510,14040000,3,421200,1,30000,14491200,Low,Medium,8,7,7,0.06,15.0,2.0
Kagal,Kapashi,Rural,Agricultural,Female,8000,480,3840000,2,76800,1,30000,3946800,Medium,Low,5,5,5,0.04,28.0,12.0
Karveer,Nagala Park,Urban,Residential,Female,1200,6710,8052000,5,402600,1,30000,8484600,Medium,Low,9,9,9,0.12,2.2,8.0
Panhala,Warnanagar,Semi-Urban,Industrial,Female,5000,2520,12600000,3,378000,1,30000,13008000,Low,Medium,8,7,7,0.06,15.0,2.0
Shirol,Kurundwad,Semi-Urban,Residential,Female,6000,1910,11460000,3,343800,1,30000,11833800,High,Low,7,7,6,0.06,35.0,33.0
Karveer,Shiye,Semi-Urban,Commercial,Male,2000,2920,5840000,4,233600,1,30000,6103600,Low,Low,8,7,7,0.09,5.0,3.0
Karveer,Rajarampuri,Urban,Commercial,Female,2200,7580,16676000,5,833800,1,30000,17539800,Medium,Low,9,9,9,0.12,2.0,10.0
Shirol,Nrusinhawadi,Rural,Residential,Male,6000,1920,11520000,3,345600,1,30000,11895600,High,Low,5,5,4,0.04,40.0,17.0
Shirol,Shirol,Semi-Urban,Agricultural,Female,6000,810,4860000,3,145800,1,30000,5035800,High,Medium,7,7,8,0.06,40.0,4.0
Shirol,Jaysingpur,Semi-Urban,Agricultural,Female,1600,1100,1760000,3,52800,1,17600,1830400,Medium,Low,7,7,7,0.06,35.0,25.0
Shirol,Lat,Rural,Residential,Male,2100,880,1848000,3,55440,1,18480,1921920,High,Low,4,4,4,0.03,38.0,15.0
Hatkanangale,Hupari,Semi-Urban,Commercial,Female,3600,3020,10872000,3,326160,1,30000,11228160,Medium,Low,6,6,6,0.08,20.0,25.0
Karveer,Gandhinagar,Urban,Industrial,Male,3000,1960,5880000,6,352800,1,30000,6262800,Low,Low,8,8,8,0.08,3.0,6.0
Karveer,Gandhinagar,Urban,Commercial,Female,4600,2940,13524000,5,676200,1,30000,14230200,Low,Low,8,8,8,0.08,3.0,6.0
Gadhinglaj,Mungurwadi,Rural,Agricultural,Male,1900,320,608000,3,18240,1,6080,632320,Low,Low,5,5,5,0.04,32.0,8.0
Hatkanangale,Hupari,Semi-Urban,Residential,Male,5000,2530,12650000,4,506000,1,30000,13186000,Medium,Low,6,6,6,0.08,20.0,25.0
Shahuwadi,Sarud,Rural,Agricultural,Female,10000,200,2000000,2,40000,1,20000,2060000,High,Low,4,4,3,0.03,33.0,9.0
Hatkanangale,Kabnur,Semi-Urban,Commercial,Female,4500,2540,11430000,3,342900,1,30000,11802900,Low,Medium,6,6,6,0.05,17.0,15.0
Shirol,Shirol,Semi-Urban,Industrial,Male,2000,1840,3680000,4,147200,1,30000,3857200,High,Medium,7,7,8,0.06,40.0,4.0
Kagal,Sangaon,Rural,Residential,Male,3500,1220,4270000,3,128100,1,30000,4428100,Medium,Low,5,5,5,0.04,25.0,14.0
Gadhinglaj,Nesari,Rural,Agricultural,Male,10000,450,4500000,3,135000,1,30000,4665000,Low,Low,6,6,6,0.04,50.0,20.0
Gaganbawada,Bhuibawada,Rural,Residential,Male,10000,730,7300000,3,219000,1,30000,7549000,Medium,Low,5,5,4,0.04,38.0,11.0
Kagal,Kapashi,Rural,Industrial,Male,2900,880,2552000,3,76560,1,25520,2654080,Medium,Low,5,5,5,0.04,28.0,12.0
Shahuwadi,Bambavade,Rural,Agricultural,Female,2900,380,1102000,2,22040,1,11020,1135060,Medium,Low,5,5,5,0.04,28.0,7.0
Ajra,Ajra,Rural,Residential,Female,9000,820,7380000,2,147600,1,30000,7557600,Medium,Low,5,5,5,0.04,30.0,8.0
Gadhinglaj,Mahagoan,Rural,Residential,Male,6000,740,4440000,3,133200,1,30000,4603200,Medium,Low,5,5,4,0.04,35.0,10.0
Ajra,Dewarde,Rural,Agricultural,Male,10000,300,3000000,3,90000,1,30000,3120000,Medium,Low,4,4,4,0.04,35.0,10.0
Kagal,Kagal,Semi-Urban,Commercial,Female,6000,3590,21540000,3,646200,1,30000,22216200,Low,Low,8,8,7,0.01,22.0,5.0
Chandgad,Tilari,Rural,Agricultural,Male,9000,200,1800000,3,54000,1,18000,1872000,High,Low,4,4,3,0.03,40.0,10.0
Chandgad,Tilari,Rural,Agricultural,Female,10000,200,2000000,2,40000,1,20000,2060000,High,Low,4,4,3,0.03,40.0,10.0
Kagal,Murgud,Semi-Urban,Commercial,Female,1400,2390,3346000,3,100380,1,30000,3476380,Low,Low,6,6,5,0.05,39.0,20.0
Hatkanangale,Vathar,Semi-Urban,Commercial,Female,2200,2430,5346000,3,160380,1,30000,5536380,Low,Low,5,5,5,0.06,19.0,17.0
Panhala,Kale,Semi-Urban,Residential,Female,5000,2220,11100000,3,333000,1,30000,11463000,Low,Low,6,6,6,0.05,20.0,5.0
Radhanagari,Dhamod,Rural,Agricultural,Male,2700,310,837000,3,25110,1,8370,870480,Medium,Low,4,4,4,0.04,36.0,11.0
Panhala,Panhala,Semi-Urban,Industrial,Male,2800,1940,5432000,4,217280,1,30000,5679280,Low,Medium,7,7,6,0.06,18.0,4.0
Radhanagari,Tarale,Rural,Residential,Female,6000,740,4440000,2,88800,1,30000,4558800,Medium,Low,5,5,4,0.04,33.0,10.0
Karveer,Shiye,Semi-Urban,Commercial,Male,5000,3140,15700000,4,628000,1,30000,16358000,Low,Low,8,7,7,0.09,5.0,3.0
Chandgad,Kowad,Rural,Agricultural,Female,1700,200,340000,2,6800,1,3400,350200,High,Low,4,4,3,0.03,38.0,11.0
Hatkanangale,Hupari,Semi-Urban,Industrial,Female,4000,2070,8280000,3,248400,1,30000,8558400,Medium,Low,6,6,6,0.08,20.0,25.0
Ajra,Uttur,Rural,Agricultural,Female,10000,380,3800000,2,76000,1,30000,3906000,Medium,Low,5,5,5,0.04,32.0,9.0
Bhudargad,Pimpalgoan,Rural,Residential,Female,9000,440,3960000,2,79200,1,30000,4069200,Medium,Low,4,4,4,0.03,30.0,8.0
Karveer,Gokul Shirgaon,Semi-Urban,Residential,Female,6000,1630,9780000,3,293400,1,30000,10103400,Low,Low,7,7,6,0.07,8.0,4.0
Shirol,Shirol,Semi-Urban,Agricultural,Female,4000,780,3120000,3,93600,1,30000,3243600,High,Medium,7,7,8,0.06,40.0,4.0
Radhanagari,Dhamod,Rural,Agricultural,Female,5000,320,1600000,2,32000,1,16000,1648000,Medium,Low,4,4,4,0.04,36.0,11.0
Bhudargad,Admapur,Rural,Residential,Female,2900,800,2320000,2,46400,1,23200,2389600,Low,Low,5,5,5,0.04,26.0,6.0
Gadhinglaj,Basarge,Rural,Residential,Female,10000,860,8600000,2,172000,1,30000,8802000,Medium,Low,5,5,5,0.04,30.0,7.0
Kagal,Siddhanerli,Rural,Agricultural,Male,8000,420,3360000,3,100800,1,30000,3490800,Low,Low,5,5,5,0.06,26.0,13.0
Radhanagari,Tarale,Rural,Agricultural,Female,4500,330,1485000,2,29700,1,14850,1529550,Medium,Low,5,5,4,0.04,33.0,10.0
Gadhinglaj,Harali,Rural,Agricultural,Male,4500,340,1530000,3,45900,1,15300,1591200,Low,Low,4,4,4,0.03,45.0,15.0
Ajra,Zulapewadi,Rural,Residential,Male,5500,360,1980000,3,59400,1,19800,2059200,High,Low,4,4,3,0.03,37.0,11.0
Karveer,Shivaji Peth,Urban,Commercial,Female,4600,8030,36938000,5,1846900,1,30000,38814900,High,Low,9,8,9,0.07,1.0,7.0
Gadhinglaj,Basarge,Rural,Commercial,Male,5500,1140,6270000,3,188100,1,30000,6488100,Medium,Low,5,5,5,0.04,30.0,7.0
Shahuwadi,Charan,Rural,Residential,Female,4500,780,3510000,2,70200,1,30000,3610200,Medium,Low,5,5,5,0.04,30.0,8.0
Radhanagari,Tarale,Rural,Industrial,Male,7000,690,4830000,3,144900,1,30000,5004900,Medium,Low,5,5,4,0.04,33.0,10.0
Gadhinglaj,Harali,Rural,Agricultural,Male,2100,290,609000,3,18270,1,6090,633360,Low,Low,4,4,4,0.03,45.0,15.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,1900,1880,3572000,4,142880,1,30000,3744880,High,Low,7,7,6,0.06,35.0,33.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,4000,1950,7800000,4,312000,1,30000,8142000,High,Low,7,7,6,0.06,35.0,33.0
Chandgad,Shinoli,Rural,Residential,Female,6000,750,4500000,2,90000,1,30000,4620000,Medium,Low,5,5,4,0.04,33.0,9.0
Ajra,Madilage,Rural,Residential,Female,7000,810,5670000,2,113400,1,30000,5813400,Medium,Low,5,5,5,0.04,34.0,9.0
Karveer,Tarabai Park,Urban,Industrial,Female,3600,6070,21852000,5,1092600,1,30000,22974600,Medium,Low,10,9,10,0.13,1.5,10.0
Radhanagari,Dhamod,Rural,Agricultural,Female,10000,290,2900000,2,58000,1,29000,2987000,Medium,Low,4,4,4,0.04,36.0,11.0
Gadhinglaj,Nesari,Rural,Residential,Male,10000,970,9700000,3,291000,1,30000,10021000,Low,Low,6,6,6,0.04,50.0,20.0
Ajra,Ningudage,Rural,Residential,Female,2300,420,966000,2,19320,1,9660,994980,High,Low,4,4,4,0.03,36.0,10.0
Chandgad,Shinoli,Rural,Industrial,Male,2300,740,1702000,3,51060,1,17020,1770080,Medium,Low,5,5,4,0.04,33.0,9.0
Gaganbawada,Sakhari,Rural,Agricultural,Male,2300,340,782000,3,23460,1,7820,813280,High,Low,4,4,4,0.04,40.0,12.0
Gaganbawada,Sakhari,Rural,Residential,Female,6000,740,4440000,2,88800,1,30000,4558800,High,Low,4,4,4,0.04,40.0,12.0
Chandgad,Kudnur,Rural,Agricultural,Male,8000,350,2800000,3,84000,1,28000,2912000,Medium,Low,5,5,4,0.04,34.0,9.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Male,2600,2670,6942000,4,277680,1,30000,7249680,Low,Medium,8,8,8,0.09,40.0,14.0
Karveer,Shivaji Peth,Urban,Commercial,Male,900,8150,7335000,6,440100,1,30000,7805100,High,Low,9,8,9,0.07,1.0,7.0
Shahuwadi,Malkapur,Semi-Urban,Residential,Female,1600,2070,3312000,3,99360,1,30000,3441360,Low,Medium,7,6,6,0.05,20.0,5.0
Shirol,Herwad,Rural,Agricultural,Male,2500,620,1550000,3,46500,1,15500,1612000,Medium,Low,5,5,5,0.04,22.0,6.0
Hatkanangale,Kabnur,Semi-Urban,Residential,Male,3400,2010,6834000,4,273360,1,30000,7137360,Low,Medium,6,6,6,0.05,17.0,15.0
Bhudargad,Pimpalgoan,Rural,Residential,Female,8000,380,3040000,2,60800,1,30000,3130800,Medium,Low,4,4,4,0.03,30.0,8.0
Kagal,Kagal,Semi-Urban,Industrial,Male,5000,2290,11450000,4,458000,1,30000,11938000,Low,Low,8,8,7,0.01,22.0,5.0
Kagal,Bidri,Rural,Residential,Female,2700,1260,3402000,2,68040,1,30000,3500040,Medium,Low,5,5,5,0.03,30.0,18.0
Gadhinglaj,Kadgaon,Rural,Residential,Female,8000,870,6960000,2,139200,1,30000,7129200,Medium,Low,5,5,5,0.04,30.0,7.0
Hatkanangale,Vathar,Semi-Urban,Commercial,Male,5500,2260,12430000,4,497200,1,30000,12957200,Low,Low,5,5,5,0.06,19.0,17.0
Shirol,Kurundwad,Semi-Urban,Residential,Female,5500,1740,9570000,3,287100,1,30000,9887100,High,Low,7,7,6,0.06,35.0,33.0
Karveer,Rajarampuri,Urban,Commercial,Male,1100,8360,9196000,6,551760,1,30000,9777760,Medium,Low,9,9,9,0.12,2.0,10.0
Kagal,Murgud,Semi-Urban,Commercial,Female,4000,2100,8400000,3,252000,1,30000,8682000,Low,Low,6,6,5,0.05,39.0,20.0
Gadhinglaj,Mahagoan,Rural,Residential,Male,3500,850,2975000,3,89250,1,29750,3094000,Medium,Low,5,5,4,0.04,35.0,10.0
Gaganbawada,Gaganbawada,Rural,Commercial,Male,2700,1270,3429000,3,102870,1,30000,3561870,High,Low,5,5,4,0.04,36.0,10.0
Karveer,Gokul Shirgaon,Semi-Urban,Industrial,Male,4000,1390,5560000,4,222400,1,30000,5812400,Low,Low,7,7,6,0.07,8.0,4.0
Gaganbawada,Vesarde,Rural,Residential,Male,2300,340,782000,3,23460,1,7820,813280,High,Low,4,4,3,0.03,44.0,13.0
Hatkanangale,Ichalkaranji,Urban,Residential,Female,3200,3100,9920000,5,496000,1,30000,10446000,Medium,Medium,8,8,7,0.1,25.0,22.0
